,Property Name,Borough,yb,ppt,Property Type,Occupancy,seui,ngu,eu,tge,wu
147,777 East 31 Street - 40240,Brooklyn,1961,Multifamily Housing,Multifamily,100,117.6,8752089.7,1628687.8,609.3,11801.3
148,140 Clarkson Ave - 40242,Brooklyn,1931,Multifamily Housing,Multifamily,100,101.0,4626129.2,910624.1,326.5,3714.8
151,brothers real estate,Brooklyn,1923,Refrigerated Warehouse,Industrial,75,157.0,172190.8,2540493.3,234.4,706.2
152,Palm Gardens,Brooklyn,1968,Senior Care Community,Other,100,241.8,12634883.5,4373054.6,1058.8,14809.2
155,Queen of All Saints - PARISH,Brooklyn,1911,Worship Facility,Other,100,39.1,800757.1,245809.0,132.4,16217.966089617938
158,1836 E 18 LLC,Brooklyn,1930,Multifamily Housing,Multifamily,100,97.3,2330848.0,279688.6,148.6,1505.1
164,Royal Industries,Brooklyn,1931,Non-Refrigerated Warehouse,Industrial,100,90.9,2170935.5,907327.8,195.8,16217.966089617938
174,175 lawrence,Brooklyn,1973,Office,Office,100,128.3,3615028.1,3082598.9,465.3,19949.6
176,160 Lawrence Avenue,Brooklyn,1985,K-12 School,SpecialPurpose,100,239.4,3430016.2,1979444.3,357.7,18236.8
186,40-50 - 40-50 Brighton 1st Road,Brooklyn,1962,Multifamily Housing,Multifamily,100,134.0,34483703.9,7015253.5,2453.6,16217.966089617938
188,8201 Associates,Brooklyn,1926,Multifamily Housing,Multifamily,100,76.0,3217999.9,85664.2,178.5,3016.1
190,1864 corp.,Brooklyn,1930,Multifamily Housing,Multifamily,100,113.6,4073375.9,1087776.7,348.6,5703.1
221,C21 Bay Ridge Blue LLC,Brooklyn,1922,Retail Store,Retail,100,313.6,24384312.42738699,2995963.4,265.6,757.6
222,C21 BK Home LLC Campus,Brooklyn,1922,Retail Store,Retail,100,333.1,1374891.6,7855451.7,769.5,1000.3
243,5301 1st Ave,Brooklyn,1969,Non-Refrigerated Warehouse,Industrial,100,22.0,685700.0,162453.0,50.8,15599.9
244,1100 Coney Island Ave,Brooklyn,1996,Office,Office,100,92.5,1140600.0,884837.4,139.0,19403.7
245,4907 1st avenue LLC,Brooklyn,1960,Non-Refrigerated Warehouse,Industrial,100,108.9,1030300.0,1042942.6,147.2,253.8
246,1122 coney island ave LLC,Brooklyn,1998,Office,Office,100,85.8,24384312.42738699,1038732.2,92.1,114.8
251,2 MetroTech Center,Brooklyn,1992,Office,Office,100,518.3,10379476.8,79306103.1,7623.1,5072.2
256,288 Crown Street,Brooklyn,1957,Multifamily Housing,Multifamily,100,74.8,24384312.42738699,1865921.8,165.4,7900.2
257,307 Sterling Street,Brooklyn,1926,Multifamily Housing,Multifamily,100,57.6,24384312.42738699,1146665.3,101.7,4632.0
258,853 Empire Blvd.,Brooklyn,1931,Multifamily Housing,Multifamily,100,137.7,6391695.3,1559251.6,488.0,5619.7
259,660 Empire Blvd. Associates,Brooklyn,1926,Multifamily Housing,Multifamily,100,119.2,2738916.0,456441.7,185.9,2282.0
260,Mansfield Realty Associates,Brooklyn,1935,Multifamily Housing,Multifamily,100,105.9,1977696.7,629082.1,164.9,1502.5
263,RSD 4th avenue LLC,Brooklyn,1924,Multifamily Housing,Multifamily,100,151.0,5232462.9,669029.4,337.2,6183.0
264,2765 Ocean Avenue Realty LLC,Brooklyn,1930,Multifamily Housing,Multifamily,100,100.4,3749068.9,569483.3,249.6,3484.5
265,"Foster Realty, LLC",Brooklyn,1931,Multifamily Housing,Multifamily,100,117.3,2129183.2,333621.1,142.7,2157.8
266,"S & D DiMaggio Realty, LLC",Brooklyn,1961,Multifamily Housing,Multifamily,100,137.8,3135934.8,830943.7,240.2,2594.1
267,"1781 East 17th, LLC",Brooklyn,1927,Multifamily Housing,Multifamily,100,73.5,1970819.4,5425836.0760790175,104.7,523.3
269,1680 Ocean Avenue Owners Corporation,Brooklyn,1935,Multifamily Housing,Multifamily,95,87.5,5255299.8,149568.4,292.4,3388.3
275,699 Ocean Avenue - 38946,Brooklyn,1921,Multifamily Housing,Multifamily,100,106.2,5781979.7,1144215.7,408.6,6999.3
288,141 Willoughby Street,Brooklyn,1989,Other - Education,Other,10,18.1,24384312.42738699,253872.1,22.5,16217.966089617938
289,1201aveK,Brooklyn,1923,Multifamily Housing,Multifamily,100,83.6,5330440.9,99506.3,299.1,10318.6
290,1106-1124 Ave K,Brooklyn,1924,Multifamily Housing,Multifamily,100,99.2,5905931.8,249789.4,346.5,9190.8
295,Cozine,Brooklyn,1962,Distribution Center,Other,100,136.8,5300948.8,1189195.8,387.0,16217.966089617938
299,Pepsi Cola Avenue D,Brooklyn,1968,Non-Refrigerated Warehouse,Industrial,100,47.0,4675506.5,383411.6,282.3,16217.966089617938
301,270 Nevins,Brooklyn,1950,Other,Other,100,45.4,24384312.42738699,596921.2,52.9,61.0
320,701 Empire Boulevard - 33817,Brooklyn,1930,Multifamily Housing,Multifamily,100,60.7,1918991.0,818323.6,174.5,3726.0
323,5202 15th Avenue - 41591,Brooklyn,1940,Multifamily Housing,Multifamily,100,95.7,3047056.4,665439.2,220.8,16217.966089617938
333,A.Fried & A.Gedailovich,Brooklyn,1926,Multifamily Housing,Multifamily,100,72.0,1859700.0,66295.2,104.7,3804.6
335,510 OP,Brooklyn,1931,Multifamily Housing,Multifamily,100,131.2,2705099.9,384830.9,177.8,2794.0
336,4802 12th,Brooklyn,1924,Multifamily Housing,Multifamily,100,164.0,3963600.1,732340.1,275.5,2309.8
337,945 E. 26th st,Brooklyn,1930,Multifamily Housing,Multifamily,100,110.4,1868299.9,377006.3,132.7,16217.966089617938
338,402 foster,Brooklyn,1928,Multifamily Housing,Multifamily,100,101.1,2131100.2,317856.2,141.4,16217.966089617938
339,530 second,Brooklyn,1920,Multifamily Housing,Multifamily,100,101.8,2209199.9,534041.7,164.7,1789.3
340,1964 Nostrand,Brooklyn,1931,Multifamily Housing,Multifamily,100,124.3,3265499.8,630207.9,229.3,5094.9
341,1800 & 1818 Ave. L,Brooklyn,1948,Multifamily Housing,Multifamily,100,71.5,6830838.5,113408.8,372.9,16217.966089617938
343,Treeline West LLC 177 Livingston St,Brooklyn,1895,Office,Office,70,212.9,2721982.2,5123999.9,598.9,5407.2
344,Treeline 175 Remsen LLC,Brooklyn,1900,Office,Office,100,168.0,4333536.5,5479176.6,716.0,38.3
345,195 Montague Street,Brooklyn,1953,Office,Office,95,131.2,29505284.2,539760.8,1615.0,5337.6
346,Treeline 189 Montague LLC,Brooklyn,1924,Office,Office,95,140.5,2313107.2,1376687.8,244.9,2563.2
347,Treeline 188 Montague LLC,Brooklyn,1924,Office,Office,95,140.5,2313107.2,1376687.8,244.9,2563.2
394,Guard General Merchandise,Brooklyn,1931,Other,Other,95,27.6,215466.7,265439.9,210.4,1887.2
395,"MDM Associates, LLC",Brooklyn,1929,Multifamily Housing,Multifamily,100,99.5,8057149.2,443047.2,467.2,9305.7
396,"Mendel Drizin, LC",Brooklyn,1929,Multifamily Housing,Multifamily,100,75.5,5916194.5,242092.6,335.7,4231.0
397,"Bomel Realty Company, LLC",Brooklyn,1937,Multifamily Housing,Multifamily,100,89.1,4606593.0,625741.7,310.4,2639.1
398,1600 Fulton Street,Brooklyn,2009,Multifamily Housing,Multifamily,100,105.2,3355168.6,1491445.4,310.4,3327.3
407,CFASS,Brooklyn,1913,Self-Storage Facility,Other,100,365.9615532989144,24384312.42738699,18705461.1,3694.476402518561,16217.966089617938
425,Brooklyn Scholars Charter School,Brooklyn,2009,K-12 School,SpecialPurpose,100,199.5,2259919.3,2974519.5,383.8,437.0
426,Brooklyn Excelsior Charter School,Brooklyn,2003,K-12 School,SpecialPurpose,100,156.1,2005898.4,2094761.2,292.3,445.6
465,Silverstein - 415 Stratford Rd,Brooklyn,1963,Multifamily Housing,Multifamily,100,99.6,6039752.7,1256970.4,458.8,16217.966089617938
477,Brighton 5th Street,Brooklyn,1929,Multifamily Housing,Multifamily,100,7.2,46266.4,57949.4,38.3,34.5
480,DOE Fund- Porter Avenue Housing Development,Brooklyn,2004,Residence Hall/Dormitory,Other,100,365.9615532989144,24384312.42738699,5425836.0760790175,3694.476402518561,16217.966089617938
491,Metropolitan Jewish Healthcare System - Menorah Center,Brooklyn,1985,Senior Care Community,Other,100,235.7,13165316.0,16251583.4,2140.1,16217.966089617938
502,1399-Brooklyn,Brooklyn,2009,Non-Refrigerated Warehouse,Industrial,100,10.0,278400.0,135920.4,36.5,19.0
509,8801 Shore RD BG Corp,Brooklyn,1920,Multifamily Housing,Multifamily,100,54.6,4440462.0,3310988.9,529.4,6168.5
534,zumckrealty,Brooklyn,1939,Multifamily Housing,Multifamily,80,172.7,8294332.0,1626453.3,584.8,4157.1
563,Georgia Ave.,Brooklyn,1960,Non-Refrigerated Warehouse,Industrial,100,142.9,3426200.1,1857629.3,346.7,139.5
564,587 Atkins Avenue,Brooklyn,1960,Distribution Center,Other,100,97.0,23508.7,919203.0,82.7,182.5
585,32 Court Street,Brooklyn,1917,Office,Office,100,130.0,4760758.4,2961940.7,515.5,2283.1
606,7200 Ridge Boulevard - 28037,Brooklyn,1932,Multifamily Housing,Multifamily,100,79.8,8965535.2,7314285.1,1124.7,26164.6
610,346 Coney Island Avenue - 39513,Brooklyn,2006,Multifamily Housing,Multifamily,100,114.6,2984675.6,2404851.9,371.7,3849.3
611,227 Ocean Parkway - 39503,Brooklyn,1963,Multifamily Housing,Multifamily,100,104.4,4332990.9,816582.4,302.5,2525.0
612,205 Ocean Parkway - 36849,Brooklyn,1963,Multifamily Housing,Multifamily,100,107.7,3453116.1,950470.7,267.7,2117.7
613,113 Prospect Park - 39511,Brooklyn,1985,Multifamily Housing,Multifamily,100,39.5,24384312.42738699,2481785.7,220.0,16217.966089617938
614,1602 Avenue I - 20651,Brooklyn,1941,Multifamily Housing,Multifamily,100,96.3,9435260.7,1883784.6,668.2,6831.3
615,1801 Ocean Avenue - 39478,Brooklyn,1962,Multifamily Housing,Multifamily,100,125.5,24384312.42738699,3116814.6,276.3,4097.7
617,2310 Ocean Parkway - 39159,Brooklyn,1954,Multifamily Housing,Multifamily,100,89.4,3939605.1,781275.7,278.5,2181.8
618,2600 East 21 Street - 37897,Brooklyn,1959,Multifamily Housing,Multifamily,100,99.0,3143472.4,764907.7,234.8,2834.4
619,3178 Nostrand Avenue - 39483,Brooklyn,1958,Multifamily Housing,Multifamily,100,127.3,6496713.4,1466160.9,475.1,5053.1
620,405 7 ave - 24469,Brooklyn,1970,Multifamily Housing,Multifamily,100,79.0,24384312.42738699,3026865.4,268.4,16217.966089617938
622,57 Front Street - 39492,Brooklyn,1910,Multifamily Housing,Multifamily,100,100.7,235168.4,1995452.6,189.4,6068.2
623,85 Adams Street - 39493,Brooklyn,2006,Multifamily Housing,Multifamily,100,173.9,4928099.9,4393700.2,651.3,3707.3
624,94-11 Shore Road - 27891,Brooklyn,1960,Multifamily Housing,Multifamily,100,92.8,5576733.4,1400085.3,420.3,16217.966089617938
666,1860 llc,Brooklyn,1928,Multifamily Housing,Multifamily,100,174.2,3880917.2,266540.2,229.8,2570.3
667,GT DiMaggio LLC,Brooklyn,1941,Multifamily Housing,Multifamily,100,120.5,5200467.1,655546.3,334.3,4305.3
668,G STARS Realty Corp,Brooklyn,1946,Multifamily Housing,Multifamily,100,137.0,4382543.8,513950.9,278.3,3106.0
669,G & M Realty Of NY LLC,Brooklyn,1964,Prison/Incarceration,Other,100,133.6,3262899.3,539369.9,221.1,475.3
670,Colonnello Lombardo Realty Inc,Brooklyn,1931,Multifamily Housing,Multifamily,100,144.4,3883811.2,430971.3,244.5,2156.6
673,"Remsen Realty Associates, LLc",Brooklyn,1940,Non-Refrigerated Warehouse,Industrial,100,162.0,1143156.5,4261633.8,438.6,293.2
674,Grand Prospect Hall,Brooklyn,1903,Social/Meeting Hall,Other,100,123.6,1297713.4,1415297.6,323.7,1224.3
676,Sun Garden Homes Association,Brooklyn,1924,Multifamily Housing,Multifamily,100,94.5,3226479.6,462671.7,212.4,2370.0
679,Bosworth Building,Brooklyn,1906,K-12 School,SpecialPurpose,100,95.5,3530832.9,2110117.3,374.6,16217.966089617938
680,Diocese of Brooklyn 310 Prospect Park West,Brooklyn,1968,Office,Office,100,141.7,2348643.1,1815593.5,285.7,544.1
691,80 Cranberry/60 Henry (158),Brooklyn,1900,Multifamily Housing,Multifamily,100,124.2,6732056.4,2050406.7,539.4,5409.3
693,185 Montague (E10),Brooklyn,1929,Office,Office,100,217.1,3492132.4,2842543.1,437.5,2990.7
709,AKAM - 111 Hicks Street,Brooklyn,1929,Multifamily Housing,Multifamily,100,147.5,31128587.7,8981801.0,2916.2,12968.2
729,Heritage at Park Slope Condominium,Brooklyn,2007,Multifamily Housing,Multifamily,100,114.5,1169242.6,710116.4,125.1,16217.966089617938
739,95 Evergreen Building,Brooklyn,1950,Non-Refrigerated Warehouse,Industrial,5,38.3,2743680.5,968511.7,231.6,53.3
744,250 N 10th,Brooklyn,2014,Multifamily Housing,Multifamily,95,99.0,8163266.7,4889387.7,867.1,6630.9
746,The Atlantic Apartments LLC,Brooklyn,2004,Multifamily Housing,Multifamily,95,193.9,2871139.0,1571201.4,291.8,2004.6
768,486 Brooklyn Avenue - 38947,Brooklyn,1930,Multifamily Housing,Multifamily,100,85.0,5794931.2,1149908.7,409.7,5731.8
769,901 Washington Avenue - 38948,Brooklyn,1926,Multifamily Housing,Multifamily,100,101.6,7004376.2,1218098.3,480.0,11777.7
770,350 Sterling Street - 38949,Brooklyn,1954,Multifamily Housing,Multifamily,100,97.1,6010045.6,1238675.0,429.0,16217.966089617938
771,645 Ocean Avenue - 38950,Brooklyn,1929,Multifamily Housing,Multifamily,100,113.5,5126556.1,816503.3,344.7,4383.4
779,700 Ocean Avenue - 42974,Brooklyn,1924,Multifamily Housing,Multifamily,100,99.3,4731941.0,1010513.6,340.9,16217.966089617938
780,855 Ocean Avenue - 42975,Brooklyn,1930,Multifamily Housing,Multifamily,100,86.6,2863556.3,642930.2,209.1,16217.966089617938
811,seico realty associates,Brooklyn,1892,Non-Refrigerated Warehouse,Industrial,100,51.6,2682799.6,5028264.4,588.3,1962.4
832,Medjugorje Realty LLC,Brooklyn,1939,Multifamily Housing,Multifamily,100,116.9,4629799.7,1110246.3,344.3,5058.2
833,2285 Ocean LLC,Brooklyn,1937,Multifamily Housing,Multifamily,100,95.1,5952400.3,934880.4,399.0,16217.966089617938
834,MACT Realty LLC,Brooklyn,1926,Multifamily Housing,Multifamily,100,99.2,8677900.3,2096407.8,646.8,16217.966089617938
835,1270 Realty Co. LLC,Brooklyn,1931,Multifamily Housing,Multifamily,100,81.7,5081099.9,842379.6,344.6,5111.7
836,MGA Realty Corp,Brooklyn,1928,Multifamily Housing,Multifamily,100,102.7,4911700.1,820694.6,333.6,16217.966089617938
837,DiMaggio Realty Corp,Brooklyn,1941,Multifamily Housing,Multifamily,100,85.9,4585299.7,764939.1,311.4,2870.6
839,33 Trinity Realty LLC,Brooklyn,1928,Multifamily Housing,Multifamily,100,84.5,3464500.1,526962.0,230.7,16217.966089617938
840,Saint Joseph Realty LLC,Brooklyn,1935,Multifamily Housing,Multifamily,100,102.6,5945200.1,769349.3,384.0,4379.1
841,Marziam Realty LLC,Brooklyn,1935,Multifamily Housing,Multifamily,100,98.7,2949399.9,446613.7,196.3,2476.0
842,Lourdes Realty Group LLC,Brooklyn,1934,Multifamily Housing,Multifamily,95,69.5,5739199.9,1387481.8,427.8,16217.966089617938
847,1825 Atlantic Avenue: 1825 Atlantic Avenue,Brooklyn,2009,Multifamily Housing,Multifamily,100,115.3,7883600.2,3296030.8,711.0,13687.6
848,King Garden Seniors: 211 Riverdale Avenue,Brooklyn,2014,Multifamily Housing,Multifamily,100,82.1,2188909.0,827681.9,189.6,1929.1
856,4600 9th Avenue - 23531,Brooklyn,1927,Multifamily Housing,Multifamily,100,143.8,8107979.3,1500737.1,563.7,7726.6
857,1314 Ocean Parkway - 34904,Brooklyn,1929,Multifamily Housing,Multifamily,100,123.1,4570279.3,826342.8,316.0,6229.3
859,1365 WEST 7th   STREET - 34905,Brooklyn,1929,Multifamily Housing,Multifamily,100,124.0,4106999.9,603114.0,271.6,3360.3
860,3031 BRIGHTON 14 STREET - 34906,Brooklyn,1932,Multifamily Housing,Multifamily,100,117.9,3149148.1,494188.5,211.1,3213.1
862,2105 FOSTER AVENUE - 31759,Brooklyn,1931,Multifamily Housing,Multifamily,100,116.5,2049472.1,332588.6,138.3,2057.1
863,485 EAST 21st   STREET - 44248,Brooklyn,1922,Multifamily Housing,Multifamily,100,137.8,2294126.4,362842.2,154.0,16217.966089617938
867,5700 Avenue D,Brooklyn,1954,Distribution Center,Other,100,20.8,1189812.9,612795.2,117.5,16217.966089617938
883,135 Plymouth Street,Brooklyn,1890,Office,Office,100,52.6,291958.1,2725642.2,451.9,2984.7
895,1900 Newkirk Ave LLC,Brooklyn,1929,Multifamily Housing,Multifamily,100,127.8,4191437.8,552539.0,271.6,3664.1
896,1501 Ocean Parkway LLC,Brooklyn,1928,Multifamily Housing,Multifamily,100,127.8,3469945.7,377613.0,217.8,48342.0
897,East 17th Associates LTD,Brooklyn,1931,Multifamily Housing,Multifamily,100,79.9,3415254.2,125259.2,192.5,2402.4
903,333 Ovington,Brooklyn,1928,Multifamily Housing,Multifamily,100,116.3,7399193.8,1510754.8,526.9,9847.4
904,1444 Park Place,Brooklyn,1928,Multifamily Housing,Multifamily,100,82.4,2774944.3,717448.6,211.0,2934.7
905,1233 E 19th Street,Brooklyn,1960,Multifamily Housing,Multifamily,100,97.2,3861004.0,633729.0,261.3,3738.8
907,1485 E 16th Street,Brooklyn,1938,Multifamily Housing,Multifamily,100,89.0,4003387.2,543232.0,260.8,4071.6
916,334 Foster Ave,Brooklyn,1928,Multifamily Housing,Multifamily,100,81.1,3283193.4,407899.0,210.6,16217.966089617938
917,629 Ocean Pkwy,Brooklyn,1930,Multifamily Housing,Multifamily,100,98.8,4714236.3,677882.2,310.5,3696.9
918,1840 52nd street,Brooklyn,1926,Multifamily Housing,Multifamily,100,45.5,24384312.42738699,814745.1,72.2,16217.966089617938
935,560 State Street,Brooklyn,1990,Multifamily Housing,Multifamily,100,63.9,99619.4,1694553.2,155.5,1793.8
936,1845 52nd Street,Brooklyn,1926,Multifamily Housing,Multifamily,100,45.9,24384312.42738699,903311.7,80.1,16217.966089617938
941,SPG 1010 Stanley LLC,Brooklyn,1963,Distribution Center,Other,0,22.8,655614.0,88800.3,42.7,16217.966089617938
942,SPG Pitkin Ave. LLC,Brooklyn,1970,Non-Refrigerated Warehouse,Industrial,0,6.1,24384312.42738699,136493.8,12.1,16217.966089617938
995,1015 Washington Avenue - 30025,Brooklyn,1932,Multifamily Housing,Multifamily,100,108.7,6655769.2,1162712.1,456.6,661.7
996,2 West End Avenue - 30040,Brooklyn,1953,Multifamily Housing,Multifamily,100,87.8,8015406.4,1664425.1,573.3,7877.7
997,1035 Washington Avenue - 30026,Brooklyn,1930,Multifamily Housing,Multifamily,100,111.6,8496503.4,1451614.5,580.0,5446.6
998,150 Crown Street - 30028,Brooklyn,1930,Multifamily Housing,Multifamily,100,114.8,8463718.2,1962322.3,623.5,9192.8
999,260 Ocean Parkway - 30029,Brooklyn,1930,Multifamily Housing,Multifamily,100,118.7,7356185.1,925001.6,472.7,4340.2
1000,166 Montague St - 30023,Brooklyn,1900,Multifamily Housing,Multifamily,100,129.9,1811800.1,1753037.1,251.7,16217.966089617938
1002,300 Ocean Parkway - 30030,Brooklyn,1941,Multifamily Housing,Multifamily,100,95.7,6841293.0,1055687.3,457.0,5306.9
1003,8812 Bay Parkway - 30031,Brooklyn,1928,Multifamily Housing,Multifamily,100,85.8,4371508.7,649593.8,289.8,16217.966089617938
1004,901 Avenue H - 30032,Brooklyn,1938,Multifamily Housing,Multifamily,100,99.1,5819027.5,1095410.2,406.2,5857.5
1005,1449 E 5th Street - 30033,Brooklyn,1964,Multifamily Housing,Multifamily,100,124.6,12727333.1,2859784.6,929.6,8034.9
1006,3111 Brighton 1 Place - 30037,Brooklyn,1932,Multifamily Housing,Multifamily,100,93.4,4555342.3,728099.4,306.5,3315.4
1007,3145 Brighton 4 Street - 30038,Brooklyn,1929,Multifamily Housing,Multifamily,100,149.2,7925886.5,2458741.0,639.0,9438.9
1008,1151 Brighton Beach Ave - 30041,Brooklyn,1937,Multifamily Housing,Multifamily,100,136.0,5367049.9,1153189.0,387.3,16217.966089617938
1009,1120 Brighton Beach Avenue - 30042,Brooklyn,1935,Multifamily Housing,Multifamily,100,185.1,12083630.4,5855360.8,1161.0,12874.3
1010,1150 Brighton Beach Avenue - 30043,Brooklyn,1935,Multifamily Housing,Multifamily,100,89.3,8661891.3,1876881.7,626.5,9513.4
1012,411 E 26th Street - 30047,Brooklyn,1962,Multifamily Housing,Multifamily,100,105.4,4738620.5,1056540.2,345.4,16217.966089617938
1013,1720 E 21st Street - 30048,Brooklyn,1935,Multifamily Housing,Multifamily,100,109.9,3849539.0,551131.6,253.3,3260.4
1014,105 Winthrop Street - 30115,Brooklyn,1940,Multifamily Housing,Multifamily,100,100.3,4181375.7,726168.6,286.5,3461.2
1015,110 Lenox Road - 30116,Brooklyn,1931,Multifamily Housing,Multifamily,100,116.0,4522733.5,717882.2,303.9,4784.8
1016,200 Corbin Place - 30118,Brooklyn,1961,Multifamily Housing,Multifamily,100,84.8,7565739.6,1554651.0,539.7,5698.9
1017,611 Banner Avenue - 30120,Brooklyn,1969,Multifamily Housing,Multifamily,100,107.4,6214838.4,1669854.0,478.1,5883.4
1018,1745 President Street - 40095,Brooklyn,1930,Multifamily Housing,Multifamily,100,100.0,3759547.0,738099.8,265.1,4240.0
1019,1854 Ocean Ave. - 41784,Brooklyn,1927,Multifamily Housing,Multifamily,100,108.5,3869994.3,594387.8,258.3,5699.8
1020,210 WINTHROP STREET - 30050,Brooklyn,1931,Multifamily Housing,Multifamily,100,131.0,2822380.8,745414.1,216.0,5454.8
1039,2955 Shell Road - 33572,Brooklyn,1989,Multifamily Housing,Multifamily,100,117.5,24384312.42738699,6390307.9,566.6,16217.966089617938
1077,Flatlands Holdings LLC,Brooklyn,1967,Other,Other,100,17.3,1582060.1,2109.2,84.2,415.7
1078,0727-Brooklyn - 64th Street,Brooklyn,2009,Non-Refrigerated Warehouse,Industrial,100,36.9,720900.0,1060405.2,132.3,103.0
1079,8879-Brooklyn - 160 John Street,Brooklyn,2017,Self-Storage Facility,Other,100,34.7,846100.0,630940.2,100.9,20.0
1094,100 Woodruff Ave - 38218,Brooklyn,1941,Multifamily Housing,Multifamily,100,97.7,6479415.9,1211166.4,451.5,5007.8
1095,135 Ocean Ave - 38286,Brooklyn,1928,Multifamily Housing,Multifamily,100,128.1,5540000.6,1112720.8,392.9,16217.966089617938
1096,20 Woodruff Ave - 38219,Brooklyn,1955,Multifamily Housing,Multifamily,100,95.9,6884135.1,789114.9,435.6,16217.966089617938
1097,231 Ocean Ave - 38270,Brooklyn,1926,Multifamily Housing,Multifamily,100,118.0,4818047.7,801120.1,326.9,3434.0
1098,395 Ocean Ave - 38222,Brooklyn,1940,Multifamily Housing,Multifamily,100,116.3,8992594.2,1322270.2,594.9,7127.8
1099,417 Ocean Ave - 38223,Brooklyn,1927,Multifamily Housing,Multifamily,100,116.1,5419282.2,930470.0,370.3,5653.9
1100,550 Ocean Avenue - 24263,Brooklyn,1930,Multifamily Housing,Multifamily,100,108.4,3675187.9,719903.1,259.0,16217.966089617938
1101,33 Crooke Ave - 39741,Brooklyn,1931,Multifamily Housing,Multifamily,100,119.0,6275775.4,806998.6,404.9,4186.5
1104,2016 Albemarle Road - 38281,Brooklyn,1932,Multifamily Housing,Multifamily,100,118.8,3232302.0,451336.0,211.7,2429.7
1105,150 Ocean Avenue - 38224,Brooklyn,1927,Multifamily Housing,Multifamily,100,137.0,3587714.3,589698.0,242.8,16217.966089617938
1106,89 CROOKE AVENUE - 36159,Brooklyn,1928,Multifamily Housing,Multifamily,100,106.1,2208038.1,527932.8,164.1,3554.7
1107,505 OCEAN AVENUE - 38260,Brooklyn,1931,Multifamily Housing,Multifamily,100,132.5,3079997.6,532170.0,210.8,3337.0
1112,WYNDHAM GARDEN BROOKLYN SUNSET PARK,Brooklyn,2015,Hotel,Hotel,80,1859.6,1021360.0,1731289.8,207.7,1614.2
1117,Surf Gardens,Brooklyn,2010,Multifamily Housing,Multifamily,100,104.3,3678509.8,986294.2,282.8,2995.9
1121,Cumberland Gardens,Brooklyn,2002,Multifamily Housing,Multifamily,100,101.8,5756566.7,1086801.8,402.1,6910.4
1200,56 Hegeman Avenue - 36977,Brooklyn,1962,Multifamily Housing,Multifamily,100,83.5,19585456.2,5105863.9,1493.0,16217.966089617938
